gene_name	label
AUNIP	-1
STMN1	0
PAFAH2	0
EXTL1	0
SLC30A2	0
TRIM63	0
PDIK1L	0
CNKSR1	0
CATSPER4	0
CEP85	0
UBXN11	0
CD52	1
ZNF683	0
LIN28A	0
DHDDS	0
HMGN2	0
RPS6KA1	0
ARID1A	1
PIGV	0
ZDHHC18	-1
SFN	0
GPN2	-1
GPATCH3	0
NUDC	0
NR0B2	0
TRNP1	0
SLC9A1	0
WDTC1	-1
TMEM222	0
SYTL1	0
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	0
WASF2	0
AHDC1	0
FGR	1
IFI6	0
FAM76A	-1
STX12	0
PPP1R8	0
THEMIS2	0
RPA2	0
SMPDL3B	0
XKR8	0
EYA3	0
PTAFR	0
DNAJC8	0
SESN2	0
MED18	0
PHACTR4	0
RCC1	0
TRNAU1AP	0
TAF12	0
GMEB1	0
YTHDF2	0
OPRD1	0
EPB41	0
TMEM200B	-1
SRSF4	0
MECR	0
PTPRU	0
MATN1	0
SDC3	0
PUM1	0
SNRNP40	0
ZCCHC17	-1
FABP3	0
SERINC2	0
TINAGL1	0
HCRTR1	0
PEF1	0
COL16A1	0
SPOCD1	0
PTP4A2	0
KHDRBS1	0
TMEM39B	0
KPNA6	0
TXLNA	0
CCDC28B	0
IQCC	0
DCDC2B	-1
TMEM234	-1
EIF3I	0
FAM167B	-1
LCK	1
HDAC1	0
MARCKSL1	0
TSSK3	0
FAM229A	-1
BSDC1	0
ZBTB8B	-1
ZBTB8A	0
ZBTB8OS	0
RBBP4	0
SYNC	0
KIAA1522	-1
S100PBP	0
FNDC5	0
TMEM54	-1
RNF19B	0
AK2	0
TRIM62	0
ZNF362	-1
PHC2	0
ZSCAN20	0
CSMD2	0
HMGB4	0
C1orf94	-1
SMIM12	-1
GJB5	0
GJB4	0
GJB3	0
GJA4	0
DLGAP3	0
ZMYM6	0
ZMYM1	-1
SFPQ	1
ZMYM4	0
KIAA0319L	0
NCDN	0
TFAP2E	0
PSMB2	0
C1orf216	0
CLSPN	0
AGO4	0
AGO1	0
AGO3	0
TEKT2	0
COL8A2	0
TRAPPC3	0
MAP7D1	0
THRAP3	0
SH3D21	-1
STK40	0
LSM10	0
OSCP1	0
MRPS15	0
CSF3R	0
GRIK3	0
ZC3H12A	0
MEAF6	0
SNIP1	0
DNALI1	0
GNL2	0
RSPO1	0
CDCA8	0
EPHA10	0
MANEAL	0
C1orf122	-1
MTF1	0
INPP5B	0
SF3A3	0
FHL3	0
POU3F1	0
RRAGC	0
GJA9	0
RHBDL2	0
AKIRIN1	0
NDUFS5	0
MACF1	0
BMP8A	-1
PABPC4	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	0
BMP8B	0
OXCT2	0
TRIT1	0
MYCL	0
MFSD2A	0
CAP1	0
RLF	0
TMCO2	0
ZMPSTE24	0
COL9A2	0
SMAP2	0
ZFP69B	0
ZFP69	0
EXO5	0
ZNF684	-1
RIMS3	0
NFYC	0
KCNQ4	0
CTPS1	0
SCMH1	0
EDN2	0
HIVEP3	0
FOXJ3	0
RIMKLA	0
ZMYND12	-1
PPCS	0
CCDC30	-1
PPIH	0
YBX1	0
CLDN19	0
C1orf50	0
ERMAP	0
ZNF691	0
SLC2A1	0
EBNA1BP2	0
TMEM125	-1
C1orf210	0
TIE1	0
MPL	1
CDC20	0
MED8	0
SZT2	0
PTPRF	0
KDM4A	0
ST3GAL3	0
ARTN	0
IPO13	0
DPH2	0
ATP6V0B	0
B4GALT2	0
CCDC24	-1
SLC6A9	0
KLF17	0
DMAP1	0
ERI3	0
RNF220	0
TMEM53	0
KIF2C	0
RPS8	0
PLK3	0
BTBD19	-1
PTCH2	0
EIF2B3	0
HECTD3	0
UROD	0
ZSWIM5	-1
HPDL	0
MUTYH	0
TOE1	0
TESK2	0
MMACHC	0
PRDX1	1
AKR1A1	0
NASP	0
CCDC17	-1
GPBP1L1	-1
IPP	0
MAST2	0
PIK3R3	0
TSPAN1	0
POMGNT1	0
RAD54L	0
LRRC41	0
UQCRH	0
NSUN4	0
FAAH	0
DMBX1	0
MKNK1	0
MOB3C	0
ATPAF1	0
EFCAB14	-1
CYP4B1	0
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
PDZK1IP1	0
TAL1	1
STIL	0
CMPK1	0
FOXD2	0
SLC5A9	-1
SPATA6	0
AGBL4	0
BEND5	0
ELAVL4	0
DMRTA2	0
FAF1	0
CDKN2C	0
C1orf185	-1
RNF11	0
TTC39A	-1
EPS15	0
OSBPL9	0
RAB3B	0
TXNDC12	0
KTI12	0
BTF3L4	-1
ZFYVE9	0
CC2D1B	0
ORC1	0
PRPF38A	0
GPX7	0
ZYG11B	0
ZYG11A	0
ECHDC2	0
SCP2	0
PODN	0
SLC1A7	0
CPT2	0
MAGOH	0
LRP8	0
GLIS1	0
NDC1	0
YIPF1	0
DIO1	0
HSPB11	-1
LRRC42	0
LDLRAD1	-1
TMEM59	0
TCEANC2	-1
CDCP2	0
CYB5RL	0
SSBP3	0
ACOT11	0
FAM151A	-1
MROH7	0
TTC4	0
PARS2	0
TTC22	0
DHCR24	0
BSND	0
USP24	0
PRKAA2	0
C8A	0
C8B	0
DAB1	0
OMA1	0
TACSTD2	0
MYSM1	0
JUN	1
FGGY	0
HOOK1	0
CYP2J2	0
C1orf87	0
NFIA	0
TM2D1	0
L1TD1	0
KANK4	0
USP1	0
DOCK7	0
ANGPTL3	0
ATG4C	0
FOXD3	0
ALG6	0
ITGB3BP	0
EFCAB7	0
PGM1	0
ROR1	0
UBE2U	-1
CACHD1	-1
RAVER2	0
JAK1	1
AK4	0
DNAJC6	0
LEPR	0
PDE4B	0
SGIP1	0
TCTEX1D1	0
INSL5	0
WDR78	-1
MIER1	0
SLC35D1	0
C1orf141	-1
IL23R	0
IL12RB2	0
SERBP1	0
GADD45A	0
GNG12	0
DIRAS3	0
WLS	0
RPE65	0
DEPDC1	0
LRRC7	0
LRRC40	-1
SRSF11	0
ANKRD13C	0
HHLA3	0
CTH	0
PTGER3	0
ZRANB2	0
NEGR1	0
LRRIQ3	0
FPGT	0
FPGT-TNNI3K	-1
TNNI3K	0
CRYZ	0
TYW3	0
LHX8	0
SLC44A5	-1
ACADM	0
RABGGTB	0
MSH4	0
ASB17	-1
ST6GALNAC3	0
ST6GALNAC5	0
PIGK	0
AK5	0
USP33	0
NEXN	0
FUBP1	1
DNAJB4	0
GIPC2	0
PTGFR	0
IFI44L	0
IFI44	0
TTLL7	0
PRKACB	0
DNASE2B	0
CTBS	0
SSX2IP	0
MCOLN2	0
WDR63	-1
MCOLN3	0
SYDE2	0
C1orf52	0
BCL10	0
DDAH1	0
ZNHIT6	0
COL24A1	0
ODF2L	-1
CLCA2	0
CLCA1	0
CLCA4	0
SH3GLB1	0
HS2ST1	0
LMO4	0
PKN2	0
GTF2B	0
RBMXL1	0
GBP3	0
GBP1	0
GBP2	0
GBP7	0
GBP4	0
GBP5	0
GBP6	0
LRRC8B	0
LRRC8C	0
LRRC8D	0
ZNF326	0
BARHL2	0
ZNF644	0
HFM1	0
CDC7	0
TGFBR3	0
BRDT	0
EPHX4	0
BTBD8	0
C1orf146	0
GLMN	0
RPAP2	0
GFI1	0
EVI5	0
RPL5	1
MTF2	0
CCDC18	-1
DR1	0
FNBP1L	0
BCAR3	0
DNTTIP2	0
GCLM	0
ABCA4	0
ARHGAP29	0
ABCD3	0
F3	1
SLC44A3	-1
CNN3	0
ALG14	0
RWDD3	0
PTBP2	0
DPYD	0
SNX7	0
PALMD	0
FRRS1	0
AGL	0
SLC35A3	0
SASS6	0
TRMT13	0
LRRC39	-1
RTCA	0
CDC14A	0
GPR88	0
VCAM1	0
EXTL2	0
SLC30A7	0
DPH5	0
S1PR1	0
OLFM3	0
COL11A1	0
RNPC3	0
AMY2B	0
AMY2A	0
AMY1A	0
AMY1C	0
PRMT6	0
NTNG1	0
VAV3	0
SLC25A24	0
NBPF4	0
NBPF6	0
FAM102B	0
PRPF38B	0
FNDC7	-1
STXBP3	0
AKNAD1	-1
GPSM2	0
CLCC1	0
WDR47	0
TAF13	0
TMEM167B	-1
C1orf194	0
KIAA1324	-1
CELSR2	0
PSRC1	0
MYBPHL	-1
SORT1	0
PSMA5	0
SYPL2	0
ATXN7L2	-1
CYB561D1	0
AMIGO1	0
GPR61	0
GNAI3	0
GNAT2	0
AMPD2	0
GSTM4	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	0
AHCYL1	0
STRIP1	0
SLC6A17	0
KCNC4	0
RBM15	0
SLC16A4	0
LAMTOR5	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	1
LRIF1	0
CEPT1	0
DENND2D	0
CHI3L2	0
CHIA	0
PIFO	0
OVGP1	0
WDR77	0
C1orf162	-1
RAP1A	0
DDX20	0
KCND3	0
CTTNBP2NL	0
WNT2B	0
ST7L	0
CAPZA1	0
MOV10	0
RHOC	0
PPM1J	0
SLC16A1	0
LRIG2	0
MAGI3	0
PHTF1	0
RSBN1	0
PTPN22	0
BCL2L15	-1
AP4B1	0
DCLRE1B	0
HIPK1	0
OLFML3	0
SYT6	0
TRIM33	0
BCAS2	0
DENND2C	-1
AMPD1	0
NRAS	1
CSDE1	0
SIKE1	0
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	1
CASQ2	0
NHLH2	0
SLC22A15	0
MAB21L3	-1
ATP1A1	0
CD58	1
IGSF3	0
CD2	1
PTGFRN	0
CD101	0
TTF2	0
TRIM45	0
VTCN1	0
MAN1A2	0
GDAP2	0
WDR3	0
SPAG17	0
TBX15	0
WARS2	0
HAO2	0
HSD3B2	0
HSD3B1	1
ZNF697	-1
PHGDH	0
HMGCS2	0
REG4	0
ADAM30	0
NOTCH2	0
PPIAL4A	-1
PRKAB2	0
FMO5	0
CHD1L	0
BCL9	0
ACP6	0
GJA5	0
GJA8	0
GPR89B	0
NBPF11	0
FCGR1A	1
BOLA1	0
SV2A	0
SF3B4	0
MTMR11	0
OTUD7B	0
VPS45	0
PLEKHO1	0
ANP32E	0
CA14	0
APH1A	0
C1orf54	0
MRPS21	0
PRPF3	0
RPRD2	0
TARS2	0
ECM1	0
ADAMTSL4	0
ENSA	0
GOLPH3L	0
HORMAD1	0
CTSS	0
CTSK	0
ARNT	0
SETDB1	0
CERS2	0
ANXA9	0
BNIPL	0
C1orf56	-1
GABPB2	0
SEMA6C	0
TNFAIP8L2	0
SCNM1	0
LYSMD1	-1
TMOD4	0
VPS72	0
PIP5K1A	0
PSMD4	0
ZNF687	0
PI4KB	0
RFX5	0
SELENBP1	0
PSMB4	0
POGZ	0
CGN	0
TUFT1	0
SNX27	0
CELF3	0
MRPL9	0
OAZ3	0
TDRKH	0
LINGO4	0
RORC	0
C2CD4D	-1
THEM5	0
THEM4	0
S100A10	0
S100A11	1
TCHHL1	-1
TCHH	0
RPTN	0
HRNR	0
FLG	0
FLG2	0
CRNN	0
LCE5A	0
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	-1
KPRP	0
LCE1F	0
LCE1E	0
LCE1C	0
LCE1B	0
LCE6A	-1
SMCP	0
IVL	0
SPRR3	0
SPRR1B	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
LELP1	0
PGLYRP3	0
PGLYRP4	0
S100A12	0
S100A8	1
S100A7A	0
S100A7	0
S100A6	0
S100A5	0
S100A3	0
S100A2	0
S100A14	0
S100A13	0
S100A1	0
CHTOP	0
SNAPIN	0
ILF2	0
NPR1	0
INTS3	0
SLC27A3	0
GATAD2B	0
DENND4B	0
CRTC2	0
SLC39A1	0
CREB3L4	0
JTB	0
RAB13	0
NUP210L	-1
TPM3	0
C1orf189	-1
C1orf43	0
UBAP2L	0
HAX1	0
AQP10	0
ATP8B2	0
IL6R	1
SHE	0
TDRD10	-1
UBE2Q1	0
CHRNB2	0
ADAR	0
KCNN3	0
PMVK	0
PBXIP1	0
PYGO2	0
SHC1	0
CKS1B	1
FLAD1	0
LENEP	0
ZBTB7B	0
DCST2	-1
DCST1	-1
ADAM15	0
EFNA4	0
EFNA3	0
EFNA1	0
SLC50A1	0
KRTCAP2	0
TRIM46	0
MUC1	1
THBS3	0
MTX1	1
GBA	0
FAM189B	0
SCAMP3	0
CLK2	0
HCN3	0
PKLR	0
FDPS	0
RUSC1	0
ASH1L	0
MSTO1	0
YY1AP1	0
DAP3	0
GON4L	0
SYT11	0
RIT1	0
RXFP4	0
ARHGEF2	0
SSR2	0
UBQLN4	0
LAMTOR2	0
RAB25	0
MEX3A	0
LMNA	0
SEMA4A	0
SLC25A44	0
PMF1	0
PAQR6	0
SMG5	0
TMEM79	0
CCT3	0
RHBG	0
C1orf61	-1
MEF2D	0
IQGAP3	0
TTC24	0
GPATCH4	0
BCAN	0
NES	0
CRABP2	0
ISG20L2	0
RRNAD1	0
MRPL24	0
HDGF	0
PRCC	0
SH2D2A	0
NTRK1	0
INSRR	0
PEAR1	0
LRRC71	-1
ARHGEF11	0
ETV3L	-1
ETV3	0
FCRL5	0
FCRL4	0
FCRL3	0
FCRL2	0
FCRL1	0
CD5L	0
CD1D	0
CD1A	1
CD1C	0
CD1B	0
CD1E	0
OR10T2	-1
OR10K2	-1
OR10K1	-1
OR10R2	-1
OR6Y1	-1
OR6P1	-1
OR10X1	-1
OR10Z1	-1
SPTA1	0
OR6K2	-1
OR6K3	-1
OR6N1	-1
OR6K6	-1
OR6N2	-1
MNDA	1
PYHIN1	0
IFI16	0
AIM2	0
CADM3	0
FCER1A	0
OR10J1	-1
OR10J5	-1
APCS	0
CRP	0
DUSP23	0
FCRL6	0
SLAMF8	0
VSIG8	-1
TAGLN2	0
IGSF9	0
SLAMF9	0
KCNJ10	0
PIGM	0
KCNJ9	0
IGSF8	0
ATP1A2	1
ATP1A4	0
CASQ1	0
PEA15	0
DCAF8	0
PEX19	0
COPA	0
NCSTN	0
NHLH1	0
VANGL2	1
SLAMF6	0
CD84	0
SLAMF1	0
CD48	0
SLAMF7	0
LY9	0
CD244	0
ITLN1	0
ITLN2	0
F11R	0
USF1	0
ARHGAP30	0
KLHDC9	0
PFDN2	0
NIT1	0
DEDD	0
UFC1	0
USP21	0
PPOX	0
B4GALT3	0
ADAMTS4	0
NDUFS2	0
TOMM40L	-1
NR1I3	0
SDHC	0
FCGR2A	0
HSPA6	0
FCGR3A	1
FCGR3B	0
FCGR2B	0
FCRLA	0
FCRLB	0
DUSP12	0
ATF6	0
OLFML2B	-1
NOS1AP	0
C1orf226	-1
SH2D1B	0
UHMK1	0
UAP1	0
DDR2	0
HSD17B7	0
RGS4	0
RGS5	0
NUF2	0
PBX1	1
LMX1A	0
RXRG	0
LRRC52	0
MGST3	0
ALDH9A1	0
TMCO1	0
UCK2	0
FAM78B	-1
POGK	-1
TADA1	0
ILDR2	0
MAEL	0
GPA33	0
DUSP27	-1
POU2F1	0
CD247	0
CREG1	0
RCSD1	0
MPZL1	0
ADCY10	0
MPC2	0
DCAF6	0
GPR161	0
TIPRL	0
SFT2D2	-1
TBX19	0
XCL2	0
XCL1	0
DPT	0
ATP1B1	0
NME7	0
BLZF1	0
CCDC181	-1
SLC19A2	0
F5	1
SELP	0
C1orf112	-1
SELL	1
SELE	0
METTL18	0
SCYL3	0
KIFAP3	0
METTL11B	0
GORAB	0
PRRX1	0
MROH9	-1
FMO3	0
FMO2	0
FMO1	0
FMO4	0
PRRC2C	0
MYOC	0
VAMP4	0
DNM3	0
PIGC	0
C1orf105	-1
SUCO	0
FASLG	1
TNFSF18	0
TNFSF4	0
PRDX6	0
SLC9C2	-1
ANKRD45	0
KLHL20	0
CENPL	0
DARS2	0
ZBTB37	-1
SERPINC1	0
RC3H1	0
RABGAP1L	0
GPR52	0
CACYBP	0
MRPS14	0
TNN	0
KIAA0040	0
TNR	0
PAPPA2	0
ASTN1	0
BRINP2	0
SEC16B	0
RASAL2	0
TEX35	-1
RALGPS2	0
ANGPTL1	0
FAM20B	0
TOR3A	0
ABL2	0
SOAT1	0
AXDND1	-1
NPHS2	0
TDRD5	0
FAM163A	0
TOR1AIP2	0
TOR1AIP1	0
CEP350	0
QSOX1	0
LHX4	0
ACBD6	0
XPR1	0
KIAA1614	-1
STX6	0
MR1	0
IER5	0
CACNA1E	0
ZNF648	-1
GLUL	0
TEDDM1	-1
RGSL1	0
RNASEL	0
RGS16	0
RGS8	0
NPL	0
DHX9	0
SHCBP1L	0
LAMC1	0
LAMC2	0
NMNAT2	0
SMG7	0
NCF2	0
ARPC5	0
RGL1	0
APOBEC4	0
COLGALT2	0
TSEN15	0
C1orf21	0
EDEM3	0
RNF2	0
TRMT1L	0
SWT1	-1
IVNS1ABP	0
HMCN1	0
PRG4	0
TPR	0
PDC	0
PTGS2	0
PLA2G4A	0
BRINP3	0
RGS21	0
RGS1	0
RGS13	0
RGS2	0
UCHL5	0
GLRX2	0
CDC73	0
B3GALT2	0
KCNT2	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	0
ZBTB41	0
CRB1	0
DENND1B	0
C1orf53	0
LHX9	0
NEK7	0
ATP6V1G3	0
PTPRC	1
NR5A2	0
ZNF281	0
KIF14	0
DDX59	0
CAMSAP2	0
GPR25	0
KIF21B	0
CACNA1S	0
TMEM9	0
IGFN1	0
PKP1	0
TNNT2	0
LAD1	0
TNNI1	0
PHLDA3	0
CSRP1	0
NAV1	0
IPO9	0
SHISA4	0
LMOD1	1
TIMM17A	0
RNPEP	0
ELF3	0
GPR37L1	0
ARL8A	0
PTPN7	0
LGR6	0
UBE2T	0
PPP1R12B	0
SYT2	0
KDM5B	0
RABIF	0
KLHL12	0
ADIPOR1	0
CYB5R1	0
TMEM183A	-1
PPFIA4	0
MYOG	0
ADORA1	0
MYBPH	0
CHI3L1	0
CHIT1	0
BTG2	0
FMOD	0
PRELP	0
OPTC	0
ATP2B4	0
LAX1	0
ZC3H11A	0
SNRPE	1
SOX13	0
ETNK2	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	0
PPP1R15B	0
PIK3C2B	0
MDM4	0
LRRN2	0
NFASC	0
CNTN2	1
TMEM81	0
RBBP5	0
DSTYK	0
TMCC2	0
NUAK2	0
KLHDC8A	0
LEMD1	0
CDK18	0
ELK4	0
SLC45A3	0
NUCKS1	0
SLC41A1	0
PM20D1	0
SLC26A9	0
SRGAP2	0
IKBKE	0
RASSF5	0
EIF2D	0
DYRK3	0
MAPKAPK2	1
IL19	0
IL20	0
IL24	0
PIGR	0
FCAMR	0
C1orf116	0
PFKFB2	0
YOD1	0
C4BPB	0
C4BPA	0
CD55	0
CR2	1
CR1	0
CR1L	0
CD46	0
CD34	1
PLXNA2	1
CAMK1G	0
LAMB3	0
G0S2	0
HSD11B1	0
TRAF3IP3	0
C1orf74	0
IRF6	0
SYT14	0
SERTAD4	0
HHAT	0
KCNH1	0
RCOR3	0
TRAF5	0
RD3	0
SLC30A1	0
NEK2	0
LPGAT1	0
INTS7	0
DTL	0
PPP2R5A	0
ATF3	0
FAM71A	-1
BATF3	0
NSL1	0
TATDN3	0
FLVCR1	0
VASH2	0
ANGEL2	0
RPS6KC1	0
PROX1	0
SMYD2	0
PTPN14	0
CENPF	0
KCNK2	0
KCTD3	0
USH2A	0
ESRRG	0
GPATCH2	0
SPATA17	0
RRP15	0
TGFB2	0
LYPLAL1	0
SLC30A10	0
BPNT1	0
IARS2	0
RAB3GAP2	0
MARK1	0
C1orf115	0
HLX	0
DUSP10	0
HHIPL2	-1
TAF1A	0
MIA3	0
AIDA	0
BROX	-1
FAM177B	-1
DISP1	0
TLR5	0
SUSD4	0
CAPN8	0
CAPN2	1
TP53BP2	0
FBXO28	0
DEGS1	0
NVL	0
CNIH4	0
WDR26	0
CNIH3	0
DNAH14	0
LBR	0
ENAH	0
SRP9	0
EPHX1	0
TMEM63A	0
LEFTY1	0
PYCR2	0
SDE2	0
ACBD3	0
LIN9	0
PARP1	1
ITPKB	0
PSEN2	0
CDC42BPA	0
ZNF678	0
SNAP47	-1
JMJD4	-1
PRSS38	-1
WNT9A	0
WNT3A	0
ARF1	0
MRPL55	0
GUK1	0
GJC2	0
IBA57	0
OBSCN	0
TRIM11	0
TRIM17	0
RAB4A	0
CCSAP	0
ACTA1	0
NUP133	0
ABCB10	0
TAF5L	0
URB2	0
GALNT2	0
PGBD5	0
COG2	0
AGT	0
CAPN9	0
C1orf198	-1
TTC13	-1
ARV1	0
FAM89A	-1
TRIM67	0
C1orf131	-1
GNPAT	0
EXOC8	0
SPRTN	0
EGLN1	0
TSNAX	0
DISC1	0
SIPA1L2	0
MAP10	0
NTPCR	0
KCNK1	0
SLC35F3	-1
COA6	0
TARBP1	0
IRF2BP2	0
TOMM20	0
RBM34	0
ARID4B	0
GGPS1	0
B3GALNT2	0
GNG4	0
LYST	0
NID1	0
GPR137B	0
EDARADD	0
LGALS8	0
HEATR1	0
ACTN2	0
MTR	0
MT1HL1	-1
RYR2	0
ZP4	0
CHRM3	0
FMN2	0
GREM2	0
RGS7	0
FH	0
KMO	0
OPN3	0
CHML	0
WDR64	-1
EXO1	0
MAP1LC3C	0
PLD5	-1
CEP170	0
SDCCAG8	0
AKT3	0
ZBTB18	0
DESI2	0
COX20	0
HNRNPU	0
EFCAB2	-1
KIF26B	0
SMYD3	0
TFB2M	0
CNST	0
SCCPDH	0
AHCTF1	0
ZNF695	0
ZNF670	-1
ZNF669	0
ZNF124	0
ZNF496	0
NLRP3	0
OR2B11	0
GCSAML	-1
OR2C3	0
OR2G2	-1
OR2G3	-1
OR13G1	0
OR6F1	0
OR14K1	-1
OR14A16	-1
OR11L1	-1
TRIM58	0
OR2W3	0
OR2T8	-1
OR2L8	-1
OR2AK2	-1
OR2L2	-1
OR2L3	-1
OR2L13	-1
OR2M5	-1
OR2M2	-1
OR2T33	-1
OR2T12	-1
OR2M7	0
OR14C36	-1
OR2T4	-1
OR2T6	-1
OR2T1	-1
OR2T2	-1
OR2T3	-1
OR2T5	-1
OR2G6	-1
OR2T29	-1
OR2T34	-1
OR2T10	-1
OR2T11	-1
OR2T35	-1
OR2T27	-1
OR14I1	0
LYPD8	0
SH3BP5L	-1
ZNF672	-1
ZNF692	0
PGBD2	-1
TUBB8	0
ZMYND11	0
DIP2C	0
LARP4B	0
GTPBP4	0
IDI2	0
IDI1	0
WDR37	0
ADARB2	0
PFKP	0
PITRM1	0
KLF6	0
AKR1E2	0
AKR1C1	0
AKR1C2	0
AKR1C3	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	0
CALML5	0
CALML3	0
ASB13	0
GDI2	0
ANKRD16	0
IL2RA	1
RBM17	0
PFKFB3	0
PRKCQ	1
SFMBT2	0
ITIH5	0
ITIH2	0
KIN	0
TAF3	0
GATA3	1
CELF2	0
USP6NL	0
ECHDC3	0
PROSER2	0
UPF2	0
DHTKD1	0
SEC61A2	0
NUDT5	0
CDC123	0
CAMK1D	0
CCDC3	-1
OPTN	0
MCM10	0
UCMA	-1
PHYH	0
SEPHS1	0
BEND7	-1
PRPF18	0
FRMD4A	0
FAM107B	-1
CDNF	0
HSPA14	0
SUV39H2	0
DCLRE1C	0
MEIG1	0
OLAH	-1
ACBD7	-1
RPP38	0
NMT2	0
FAM171A1	0
ITGA8	0
PTER	0
RSU1	0
CUBN	0
